,아이디,날짜,맛평점,양평점,배달평점,리뷰
1609,   손님,2019년 10월 2일,4,3,2,전반적인 음식 품질은 나쁘지 않았지만 연어초밥에 웬 털이 붙어왔네요;; 그리고 배달원 분께서도 문 앞에 음식 두고 문자 부탁드린다는 요청사항 안 읽어보시고 새벽 1시에 배달 왔다고 큰 소리로 말하시더라구요. 세 번이나 그냥 문 앞에 두시라고 말씀드리니 음식만 휙 놓고 아무 말 없이 가셨습니다. 제가 갑질하는건지는 모르겠지만 썩 기분 좋은 응대는 아니었습니다.
1610,   손님,2019년 9월 27일,5,5,5,회 비리지도 않고 맛있어서 잘 먹었어요 소라무침도 넘 맛있어서 또 시켜먹을게요!
1611,ki**님,2019년 9월 26일,5,5,5,음식도 빨리오고 리뷰 소라무침이 짱짱 양도 많고 좋앗어요 ㅋㅋㅋㅋ
1612,ok**님,2019년 9월 26일,4,4,4,무난하게 먹엇어용
1613,bj**님,2019년 9월 23일,5,5,5,깻잎도 있엇으면 더 좋았을듯 해요 ㅎ
1614,   손님,2019년 9월 11일,5,5,5,"배달 속도도 양도 맛도 정말 최고네요 
다음에 무조건 또 시켜먹습니다
광어가 너무 맛있네요
초밥도 가성비 짱짱입니다"
1615,   손님,2019년 9월 8일,5,5,5,"맛도있고 배달도 금방 해주셔서 너무 좋았어요 
담에 또 주문할게요~~"
1616,   손님,2019년 9월 7일,5,4,3,가성비가 좋다고 할수 없지만 가격만큼은 합니다. 싱싱하고 맛있게 야식 술안주로 잘먹었습니다.
1617,   손님,2019년 9월 2일,4,2,5,"사진괸 넘 다른..
회만 달랑 야이 적음..
포장도 별로임"
1618,   손님,2019년 9월 2일,5,5,5,"기대 안했는데 진짜 넘 맛이써요.....회도 두툼....초밥도 혼자 저거 다먹었습니다ㅋㅋㅋㅋㅋ그리고 물회는
양이 정말 많았어요 회다 못먹고 남겨서 너무 아깝네요ㅠㅠㅠ잘먹었습니다 또 시켜먹을게요!!!"
1619,   손님,2019년 8월 28일,5,5,5,회도싱싱하고 배달도빨리오고 소라무침서비스인데도 양어마어마하고 맛잇엇음 잘먹엇습니당
