,아이디,날짜,맛평점,양평점,배달평점,리뷰
203,   손님,2022년 3월 17일,5,5,5,"박스가 반으로 갈려서 놀랬네요ㅎㅎ 
뭔가 옛날 큰 박스 감성이 없어서 좀 아쉬운ㅠ"
204,du**님,2022년 3월 17일,5,5,5,맛있게 잘먹었습니다
205,ym**님,2022년 3월 15일,5,5,5,빅스타피자는 믿고 먹습니다 너무 맛있어요
206,wh**님,2022년 3월 15일,5,5,5,맛있어요 좋아요 😊😊
207,jj**님,2022년 3월 12일,5,5,5,맛있게 잘 먹었습니다 •w•
208,sa**님,2022년 3월 11일,5,5,5,"빅스타는 사랑이죠..
양 맛 가격 다가졌어요 ㅎㅎ"
209,vs**님,2022년 3월 7일,5,5,5,"너머 맛있게 먹어서 사진찍는것도 까먹었어요 ㅜ 
진짜 페퍼로니 찐맛집 찾았습니다. ㅜ 
자주 시킬깨요!"
210,fa**님,2022년 3월 6일,5,5,5,피자 생각날때 매번 시켜 먹어요 너무 맛있어요 양도 많구요^^
211,wo**님,2022년 3월 6일,5,5,5,양도 많고 맛있어요.강추
212,rb**님,2022년 3월 5일,5,5,5,맛있게 잘먹었습니다~
213,ki**님,2022년 3월 4일,5,5,5,맛있게 잘먹었습니다 ~~
214,tl**님,2022년 3월 4일,5,5,5,맛있게 잘 먹었네요 배달도 빠르고 두께도 좋았어요 ㅎ
215,mu**님,2022년 3월 4일,5,5,5,good!!!!
216,su**님,2022년 3월 4일,5,5,5,가격이 조금만 쌌으면 좋겠음..
217,jo**님,2022년 3월 3일,5,5,5,맛있게 잘 먹었습니다
218,yu**님,2022년 3월 1일,5,5,5,#식후감 배부르고 맛있게 잘 먹었습니다~ 번창하세요
219,   손님,2022년 3월 1일,3,5,5,"양 많구 배달도 빨라요~!
맛은 그냥 그럭저럭 ^^
배부르게 먹었네요~"
220,le**님,2022년 3월 1일,4,5,4,ㅇ여기 진짜 마싯어요 근데 흐르쥬 퐁듀 말고 라쟈냐가 진짜 찐인듯!!
221,ga**님,2022년 2월 27일,-,-,-,친절하고 맛있어요 감자피자 최고
222,kn**님,2022년 2월 24일,5,5,1,피자는 맛있었는데 배달기사...하...^^...
223,gu**님,2022년 2월 22일,5,5,5,크고 토핑 적절하고 맛있어요.. 한쪽 먹다가 생각나서 사진 찍었네요.. ㅋㅋ
224,li**님,2022년 2월 18일,5,5,5,맛있어요 진짜 맛있어요
225,wa**님,2022년 2월 13일,3,4,5,생긴 게 먹음직스러워서 시켜봤는데 먹을만 해요 ㅋㅋ 막 마딛는 건 아니니만 한 번쯤 시켜 먹으면 좋을듯 🍕
226,pe**님,2022년 2월 10일,5,5,5,맛있게 먹었습니다. 장사 대박나셍ㆍ~~
227,ca**님,2022년 2월 10일,5,5,5,맛있게 잘먹었습니다 피자가엄청 크네요
228,kh**님,2022년 2월 9일,5,5,5,맛있게 잘먹었습니다~!
229,jw**님,2022년 2월 4일,5,5,4,크기도 크고 맛도 좋네여 모임때 시키면 좋은것 같아요
230,gl**님,2022년 2월 3일,5,5,5,맛있게 잘 먹었습니다~
231,zl**님,2022년 2월 2일,4,4,3,"원래 피클이나 핫소스는 축가시켜야 주는건가요?
예전 신도림점은 다 주던데 피자만와서 당황스러웠네요 맛은 있습니다"
232,na**님,2022년 1월 29일,5,5,5,"맛집!! 크기
양 다 좋아용"
233,co**님,2022년 1월 28일,5,5,5,맛있어요.. 사진못찍어서아쉽..
234,ne**님,2022년 1월 28일,5,5,5,피자 맛있음. 켄터키는 제 입맛에는 약간 특이한 냄새가 나서 힘들군여..
235,zh**님,2022년 1월 26일,5,5,5,사이즈가엄청커서놀랫고 맛있어서놀랬음
236,82**님,2022년 1월 26일,5,5,5,"처음 먹어보는데 치킨 피자 둘다 되게 맛있어요..
한 조각 먹자마자 너무 맛있어서 리뷰 써야겠단 생각 들어서 사진은 한조각이 비어요 ㅎㅎ  제가 튀긴치킨 평소에 잘 안 먹는데 이건 진짜 제 스타일이에요!"
237,f8**님,2022년 1월 23일,5,5,5,맛있어요~ ! 잘먹었습니다 은근 양이 좀 되네요
238,cl**님,2022년 1월 21일,5,5,5,생각보다 크기 엄청 컷음
239,mo**님,2022년 1월 18일,5,5,5,"디트로이트나 시카고피자를 판매하는곳이 많지않은데
굉장히 비슷한 느낌의 맛이 나요
잘하는곳 시키면 진짜 미국음식느낌 나는데
여기가 그런거같았어요 켄터키치킨은 솔직히
기대이하긴해요 하지만 조합은 좋았습니다."
240,an**님,2022년 1월 18일,5,3,5,일단 안먹어본사람은 한입먹고 고민해봅시다
241,an**님,2022년 1월 18일,4,5,5,맛나요 올리브 추가했는데 넉넉하게넣어주셨어요
242,ba**님,2022년 1월 18일,5,4,4,"매콤한 로제라 물리지 않고 좋았네요. 
저는 치즈를 위해 한번씩 더 데워서 먹었고 만족!!
배달도 더 일찍 도착해서 좋았. 
다 좋았는데 피자 한쪽이 좀 탓나 싶었는데 박스부분이 닿아 색이 묻어난거였…. ㅠ 뚜껑닫으실때 주의할 부분!
전 잘라내고 잘 먹었습니다만 다 같은맘은 아닐수도 있으니까요~ 다른 피자도 시켜먹어 볼게요."
243,mo**님,2022년 1월 18일,5,5,5,"역시 맛있어요~
아이들과 맛있게 잘 먹었습니다^^"
244,kd**님,2022년 1월 17일,5,5,5,맛있게 잘 먹었습니다
245,ha**님,2022년 1월 12일,5,5,5,맛있게 잘 먹었습니다 ~~~감사합니다 ~~~
246,gu**님,2022년 1월 11일,4,5,4,"배달은 1~2분정도 늦은거라 괜찮은데 쫌 식어서 그런건지
밑에 도우가 다 붙어서 형체가 이상해졌어요...
먹기가 힘드네요"
247,ji**님,2022년 1월 11일,5,5,5,배달은 예상시간보다 조금 늦었지만 배달하시는  사장님 너무친절하셨고 피자도 커서 배터지게 맛있게 잘먹었습니다
248,su**님,2022년 1월 9일,5,5,5,"피자=빅스타
메이커 피자들보다 훨 맛있어요
매번 시켜먹는데  리뷰는 첨 써보네요 
소스를 아끼지 않는군요 넘 맛나요~~~♡♡"
249,bf**님,2022년 1월 9일,5,5,5,잘  받아서 맛있게 잘 먹었습니다
250,kh**님,2022년 1월 9일,5,5,5,너무맛있게 잘먹었어요
251,dr**님,2022년 1월 8일,5,5,5,너무 맛있어여 ㅠㅠ 엄마 아빠도 좋아하셔서 또 먹을 것 같아요!
252,ju**님,2022년 1월 7일,5,5,5,올해 엄마한테 처음 칭찬받은 일=라자냐 시킨거
253,ki**님,2022년 1월 5일,5,5,5,로제피자 처음먹어보는데 어울리고맛있습니다
254,he**님,2022년 1월 5일,5,5,5,"커서 푸짐하고 얇아서 느끼함이 없네요^^~토핑도 부족함 없이 넣어주셔서 맛있었어요~
저희 조만간 또 주문하려구요"
255,mc**님,2022년 1월 2일,5,5,5,치즈가 어마무시하네요 새해 첫피자는 성공입니다 ㅋㅋ 잘먹을께요~ 국물떡볶이가 매콤해서 참 잘어울립니다
256,sl**님,2022년 1월 2일,5,5,5,항상 맛있고 저렴해요
257,me**님,2022년 1월 1일,5,5,1,"새해첫날에 시킨피자가 늦고 식고 이건아니지요
처음시킨데도 아니고 이런경우가 첨이라 당황스럽네요
배는고프니 그냥 전자렌지에 돌려서 먹을게요 ㅎㅎ"
258,   손님,2021년 12월 29일,5,5,5,가성비 좋아요 많이 파세요
259,ks**님,2021년 12월 28일,5,5,5,너무 맛있어요!!! 양도 많아서 아주 행복해요
260,su**님,2021년 12월 28일,5,5,5,"너무 배고파서 사진찍는것도 잊고 먹었네요 ㅠㅠ
피자 박스 나눈거 정말 좋았습니다! 사이드도 매우 맛나요!"
261,ly**님,2021년 12월 27일,5,5,5,잘먹었습니다!! 굿굿!!
262,kj**님,2021년 12월 26일,4,4,4,맛있게 잘 먹었습니다
263,ki**님,2021년 12월 26일,5,5,5,맛있게 잘먹었습니다 ~
264,   손님,2021년 12월 25일,5,5,5,맛있어서 자주먹어요
265,so**님,2021년 12월 24일,5,5,5,넘최고에요 체다치즈베이컨피자 첨먹었는데  완전맛나요 5살아들이엄청맛나게먹었어요
266,gl**님,2021년 12월 22일,5,5,5,맛있게 잘 먹었습니다~
267,th**님,2021년 12월 17일,5,5,5,"맛있게 잘먹었습니다 ㅎㅎ 
디트로이트?피자 생각보다 작다했는데 먹다보니 생각보다 엄청 배부르네요 ㅎㅎ
👍👍"
268,   손님,2021년 12월 16일,5,5,5,아주  맛있습니다  가게 번창하세요
269,ch**님,2021년 12월 8일,5,5,5,실수로 먹다 찍어버렸습니다.
270,yo**님,2021년 12월 8일,4,5,3,"엄청커요 
추가로 치즈같은거 추가할껄 아쉽네요"
271,ki**님,2021년 11월 30일,5,5,5,"세명이 먹고도 피자 두조각 남았어요
양 많고요~ 로제떡볶이는 매콤합니다"
272,   손님,2021년 11월 30일,5,5,5,두번째 시키지만 색다른 모양에 시키는데 맛도괜찮고.. 다만 컷팅이 잘안된건지 손으로 집어먹을때 원피자에 비해 좀 번거롭달까요?
273,gl**님,2021년 11월 28일,5,5,5,생각보다 피자가 매콤하네요. 잘먹었습니다~
274,zh**님,2021년 11월 27일,5,5,5,"첨으로  빅스타시켰는데  생각보다 넘
맛있엇어요"
275,kj**님,2021년 11월 27일,5,5,5,피자생각나면 이곳에서 시킬것 같아요!!ㅋㅋ
276,se**님,2021년 11월 27일,5,5,5,"우와..ㅋ 피자 크기보고 진짜 놀랐어요 
떡볶이도 맛있고 치킨도 맛나고 피자도 맛나고 좋았으요 ㅎㅎ"
277,ra**님,2021년 11월 26일,5,5,5,자극적인맛! 맛있어요. 다만 치즈는 다 굳었어요 ㅠㅠ
278,sk**님,2021년 11월 26일,5,5,5,양 최고 맛도좋아요!
279,bo**님,2021년 11월 23일,5,5,5,향도 찐하고 너무 맛있게 잘먹었습니다.
280,sl**님,2021년 11월 14일,1,5,4,"8000 할인하길래 주문했는데 돈 아깝네요
개선되묜 좋겟네여
1. 피자 조각조각 매우 크지만 토핑이 매우 적음(그래서 얇아요)
2. 이 세트중 떡볶이가 잴 맛있음
3. 버팔로윙은 한입먹고 다 버림. 냄새 매우 많이 납니다"
281,dc**님,2021년 11월 14일,5,5,5,맛있습니다.배달도 빠릅니다
282,lb**님,2021년 11월 14일,5,5,5,가성비 최고의 피자
283,hs**님,2021년 11월 8일,5,5,5,양도 푸짐 맛도 푸짐 ~
284,nh**님,2021년 11월 5일,5,4,5,"너무맛있네요

별5개드림니다"
285,bi**님,2021년 11월 3일,1,3,4,노력이 필요 한거 같습니다
286,by**님,2021년 11월 2일,4,4,4,맛있게 잘 먹었어요~
287,ki**님,2021년 11월 1일,5,5,5,맛있게 잘먹었습니다
