,아이디,날짜,맛평점,양평점,배달평점,리뷰
75,p7**님,2022년 5월 7일,5,5,5,시원한 아이스크림 너무 좋아요
76,da**님,2022년 5월 5일,5,5,5,ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ
77,da**님,2022년 5월 5일,5,5,5,............
78,ki**님,2022년 5월 3일,5,5,5,잘먹었습니다!!!!
79,dp**님,2022년 5월 2일,-,-,-,정량만쿰 예뿌게 잘 담아주셔서 맛있게 먹었어요!
80,du**님,2022년 5월 1일,-,-,-,굿굿 ㅋ ㅋ ㅋ 맛나용
81,lk**님,2022년 4월 30일,5,5,5,맛있게 잘 먹었습니다 #식후감
82,dj**님,2022년 4월 29일,-,-,-,직원분들도 친절하고 상품도 빨리받았어요
83,p7**님,2022년 4월 29일,5,5,5,시원한 아이스크림 너무 감사합니다
84,da**님,2022년 4월 25일,5,5,5,자럭었습니다
85,da**님,2022년 4월 25일,5,5,5,잘먹었어요......
86,da**님,2022년 4월 25일,5,5,5,잘먹었어요.....
87,so**님,2022년 4월 24일,-,-,-,할인할때 먹어서 더 좋아용 ㅎ
88,fo**님,2022년 4월 23일,5,5,5,맛있어요. 배달도빠름
89,dk**님,2022년 4월 23일,5,5,5,맛나게 먹었어요!!!
90,ki**님,2022년 4월 23일,5,5,5,잘먹었습니다~~!!
91,dy**님,2022년 4월 22일,5,5,5,두말 할 필요 없고 최고
92,lo**님,2022년 4월 22일,-,-,-,맛있게 잘먹었습니다
93,lo**님,2022년 4월 22일,-,-,-,맛있어요 정량보다 많이 주네요
94,ha**님,2022년 4월 21일,5,5,5,항상맛있어용 ㅎㅎㅎ 가까워서 그런지 배달도 빨리 와주셨어요 감사합니당
95,dk**님,2022년 4월 20일,-,-,-,요청사항에 적은 메뉴랑 달랐어요 ㅠㅠ
96,87**님,2022년 4월 20일,5,5,5,새로나온 맛 너무 취저임~
97,sh**님,2022년 4월 19일,5,5,5,"내사랑 민트초콜렛칩이 먼가 민트맛이 약해진건 기분탓이겠죠ㅠㅠ
감기때문에 입맛을 잃어서 그럴거라 믿고 감기 나으면 다시 먹어볼 것이에오ㅠㅅㅠ
본사에 의견전달이 된다면 민트초콜렛칩을 민트봉봉처럼  민트 씻어낸듯한 밍밍한 맛으로 바꾸지말라고 꼭 전해주세요옹...민초단 화이팅!"
98,du**님,2022년 4월 19일,5,5,5,음~우마잉이이잉이이
99,sv**님,2022년 4월 19일,5,5,5,사랑에 빠진 외계인 맛있네요!
100,ji**님,2022년 4월 18일,5,5,5,굳이에요 넘 맛있5
101,zo**님,2022년 4월 18일,5,5,5,마싯고 잘 왔어요~
102,83**님,2022년 4월 17일,-,-,-,맛있어요~~~~~~~
103,go**님,2022년 4월 17일,1,3,5,타매장에 비해서 맛이 굉장히 밍밍했어요. 메뉴얼 상 아이스크림양이 최근에 줄어든건가요?
104,1j**님,2022년 4월 16일,5,5,5,뉴욕치즈케이크가 없어서 아쉬웠지만 그래도 좋아하는 아이스크림으로 잘먹었어요^^
105,sh**님,2022년 4월 16일,-,-,-,맛있게 잘 먹었습니다!
106,kh**님,2022년 4월 15일,5,5,5,맛있어여 언제나~^^
107,go**님,2022년 4월 15일,-,-,-,빠르고 맛있는 베라~
108,mi**님,2022년 4월 13일,5,5,5,할인해서 싸게 먹었어용 맛있어요~~~
109,db**님,2022년 4월 13일,5,5,5,배송도 빠르고 맛있게 잘먹었습니자
110,ji**님,2022년 4월 13일,5,5,5,굳잡이에요우우우우우
111,ha**님,2022년 4월 12일,5,5,5,스푼 빼먹으셨어요...
112,kw**님,2022년 4월 12일,5,5,5,잘먹었습니다~~~!!
113,sk**님,2022년 4월 11일,-,-,-,바로 방문해서 금방 받았어요 민트초코 맛있네요 먹고나니 사진 찍는걸 잊었네요
114,ce**님,2022년 4월 11일,-,-,-,맛있게 잘 먹었습니다 ㅎㅎ
115,pd**님,2022년 4월 11일,-,-,-,맛있게 잘먹었어요 최고최고
116,an**님,2022년 4월 11일,-,-,-,맛있게잘먹었습니다.
117,mo**님,2022년 4월 10일,5,5,5,너무밋있고  사장님도 엄청  친절하십니다
118,je**님,2022년 4월 8일,-,-,-,구웃.        ㄱ
119,as**님,2022년 4월 7일,5,5,5,맛있어요.다른말이 필요하나요?
120,ki**님,2022년 4월 6일,5,5,5,잘먹었습니다~~!!
121,ss**님,2022년 4월 5일,-,-,-,"상큼한 아이스크림에 포장까지 깔끔하게 선물 처럼 왔어요
아이스크림은 베라쥬~"
122,ye**님,2022년 4월 4일,-,-,-,"골고루 잘퍼담아주셨네요
딸기오레오는 돼지바 맛이랑 비슷해요"
123,ls**님,2022년 4월 4일,-,-,-,행사해서 먹었네요 요즘 비싼데 .
124,gk**님,2022년 4월 4일,5,5,5,맛잇게 잘먹었습니당8
125,fl**님,2022년 4월 3일,5,5,5,맛있게 잘먹었습니다
126,tm**님,2022년 4월 3일,-,-,-,좋습니다 맛있어요!
127,da**님,2022년 4월 3일,5,5,5,잘먹옸습니다. 좋아요
128,ys**님,2022년 4월 3일,5,5,5,맛나용 ㅎㅎㅎㅎㅎㅎㅎㅎㅎ
129,li**님,2022년 4월 3일,-,-,-,맛있게   먹었어요
130,ha**님,2022년 4월 2일,5,5,5,아이스크림에도 봄이 왔네요~
131,su**님,2022년 3월 30일,5,5,5,배달로편하게먹엇습니다
132,it**님,2022년 3월 30일,-,-,-,"아이들 간식으로 바나나 구입했어요 
가볍게 먹기 좋아요!@"
133,al**님,2022년 3월 29일,5,5,5,냠냠쩜쩝뇸뇸냠냠쩝냠
134,qk**님,2022년 3월 29일,5,5,5,요즘 편의점 아이스크림도 비싸서 할인할때 시켜먹으니까 좋네요
135,11**님,2022년 3월 28일,5,5,5,보기좋은게 맛도 좋다고 예쁘게 담아줘서 더 맛있는 느낌..🤍
136,06**님,2022년 3월 28일,5,5,1,걸어서 5분거리인데 배달 1시간 넘게 걸리네요.. 허허참
137,ma**님,2022년 3월 27일,5,5,5,넘 먹고싶어 오픈과 동시에 바로 주문.넘 맛있어요
138,it**님,2022년 3월 27일,-,-,-,아이들 간식으로 구입하는데 간편히 흘리지 않고 먹을 수 있어 좋아요!
139,dl**님,2022년 3월 26일,4,4,1,종종 배달시간 1시간 넘는거 빼면 나쁘지않음
